# Bend, Stretch, theta1, theta1_predicted, error1, theta2, theta2_predicted, error2
31.75,9.09,15.75,22.21,6.46,11.48,10.80,0.69
28.58,7.83,15.49,17.37,1.88,11.31,11.23,0.09
28.06,7.83,14.88,17.43,2.54,10.71,11.42,0.71
27.38,7.83,14.64,17.50,2.86,10.58,11.67,1.09
24.45,6.92,14.24,15.71,1.47,10.32,12.50,2.18
23.86,6.92,14.10,15.73,1.63,10.20,12.91,2.71
23.19,6.47,13.63,15.98,2.35,10.07,13.67,3.61
22.86,6.47,13.47,15.87,2.40,10.01,13.67,3.66
21.55,6.00,13.32,16.55,3.23,9.98,14.24,4.26
20.48,6.00,13.18,16.29,3.11,9.94,13.84,3.90
19.80,6.00,13.11,16.27,3.16,9.92,13.28,3.36
19.64,5.19,13.03,16.26,3.23,9.81,11.98,2.17
19.41,5.19,13.06,16.65,3.59,9.80,11.47,1.68
18.45,4.89,13.10,15.43,2.33,9.74,11.66,1.92
19.05,4.89,13.11,14.51,1.40,9.78,13.00,3.23
19.14,4.86,13.19,14.20,1.01,9.76,13.34,3.58
18.88,4.86,13.40,14.40,1.00,9.97,13.01,3.04
20.00,4.86,13.57,13.47,0.11,10.13,14.31,4.18
19.97,5.06,14.16,14.76,0.61,10.67,13.36,2.68
20.22,5.06,14.54,14.39,0.16,10.83,13.86,3.04
21.84,5.73,15.10,16.82,1.72,10.92,14.83,3.91
23.62,5.73,16.88,16.18,0.70,11.45,15.20,3.75
25.58,7.67,17.52,17.42,0.10,11.63,12.43,0.80
28.48,7.67,19.50,17.04,2.46,11.77,11.14,0.63
30.56,7.67,20.55,17.92,2.62,11.88,11.10,0.79
34.44,10.28,24.51,23.98,0.53,12.12,11.70,0.42
35.70,10.28,26.04,23.21,2.83,12.19,12.56,0.37
38.47,11.81,27.77,28.10,0.33,12.16,13.47,1.31
39.59,11.81,33.26,27.72,5.54,11.87,12.96,1.10
41.11,14.03,35.15,36.18,1.03,11.82,15.78,3.95
41.59,14.03,39.14,35.80,3.33,11.77,15.16,3.40
42.42,14.03,41.04,35.15,5.89,11.78,14.12,2.34
44.56,16.02,46.48,37.01,9.47,11.81,13.79,1.98
44.52,16.02,48.05,37.04,11.01,11.91,13.84,1.93
45.58,16.89,49.69,39.91,9.78,12.01,13.83,1.82
46.70,16.89,54.31,38.91,15.40,12.13,12.53,0.40
48.16,17.95,55.72,43.99,11.73,12.14,12.36,0.22
48.84,17.95,57.16,43.87,13.29,12.13,12.05,0.08
49.27,17.95,61.20,44.01,17.19,12.06,12.21,0.15
50.53,18.88,62.55,48.54,14.01,11.96,14.62,2.66
51.42,18.88,65.03,51.02,14.01,11.86,14.06,2.20
52.36,19.48,66.19,55.65,10.54,11.86,14.22,2.37
53.14,19.48,69.49,55.57,13.92,11.77,13.13,1.35
53.33,20.19,70.15,59.17,10.97,11.88,13.73,1.85
55.00,20.19,70.93,57.99,12.94,11.90,13.20,1.30
54.19,20.19,72.51,58.49,14.02,12.13,13.23,1.10
54.25,20.86,72.86,61.85,11.01,12.22,13.29,1.07
55.16,20.86,73.49,61.26,12.22,12.29,13.29,1.00
54.61,21.11,73.48,62.09,11.39,12.39,13.67,1.28
56.05,21.11,73.89,61.38,12.51,12.33,13.55,1.22
55.92,21.25,73.94,61.44,12.50,12.36,13.86,1.50
55.75,21.25,73.92,61.53,12.39,12.39,13.88,1.49
55.94,21.25,73.47,61.43,12.04,12.38,13.86,1.48
56.50,21.39,73.10,61.16,11.94,12.37,14.11,1.74
56.36,21.39,72.39,61.22,11.16,12.24,14.12,1.89
56.78,21.17,71.92,61.00,10.93,12.23,13.63,1.40
56.67,21.17,69.41,61.06,8.34,12.07,13.63,1.56
56.22,21.00,68.17,61.13,7.04,12.06,13.39,1.33
57.03,21.00,66.57,60.60,5.97,12.05,13.39,1.33
56.95,21.00,61.37,60.65,0.72,12.09,13.39,1.30
57.02,20.30,59.36,57.31,2.05,12.18,13.15,0.97
57.64,20.30,55.34,56.92,1.58,12.31,13.12,0.82
57.53,20.30,53.42,56.99,3.57,12.36,13.13,0.77
57.64,20.30,48.94,56.92,7.98,12.40,13.12,0.73
57.23,20.30,47.73,57.17,9.45,12.44,13.14,0.70
58.14,18.14,45.58,50.59,5.01,12.49,11.67,0.82
57.28,18.14,44.73,50.08,5.35,12.46,12.26,0.20
56.61,18.14,43.32,49.67,6.35,12.41,12.79,0.38
57.16,17.09,40.18,46.24,6.05,12.74,11.86,0.88
56.47,17.09,35.67,45.55,9.88,13.00,12.54,0.46
55.73,16.75,33.86,42.60,8.73,13.13,12.77,0.36
56.17,16.75,30.30,43.09,12.79,13.26,12.32,0.94
55.19,16.23,28.50,41.12,12.62,13.42,12.94,0.48
54.94,16.23,24.20,40.81,16.60,13.18,13.19,0.01
54.56,16.23,22.89,40.35,17.46,13.18,13.58,0.40
51.64,14.73,22.07,34.57,12.49,13.02,14.87,1.85
49.69,14.73,20.28,35.22,14.94,12.59,13.61,1.02
47.77,12.78,19.66,29.70,10.04,12.43,12.79,0.35
47.02,12.78,18.70,29.34,10.64,12.21,12.99,0.78
44.42,11.14,18.24,24.09,5.85,12.20,12.44,0.23
43.58,11.14,17.02,23.82,6.80,12.27,12.40,0.13
42.73,11.14,16.69,24.18,7.49,12.25,12.02,0.22
39.58,10.05,16.31,22.30,6.00,12.28,11.90,0.39
38.72,10.05,15.20,22.59,7.39,12.22,12.35,0.13
37.27,9.61,14.89,20.46,5.57,12.20,12.85,0.65
36.67,9.61,14.13,20.53,6.40,11.99,13.09,1.10
34.89,8.98,13.84,19.60,5.76,11.82,12.39,0.57
34.23,8.98,13.09,19.81,6.72,11.63,12.31,0.68
33.58,8.98,12.97,20.02,7.06,11.50,12.23,0.73
32.64,8.17,12.94,18.55,5.61,11.42,10.77,0.65
31.92,8.17,12.71,17.99,5.27,11.11,10.90,0.20
30.92,7.78,12.67,17.92,5.25,11.11,10.89,0.22
31.00,7.78,12.61,17.98,5.37,11.09,10.87,0.23
29.09,7.52,12.28,17.29,5.00,10.95,11.32,0.36
28.48,7.52,12.19,16.90,4.71,10.98,11.19,0.21
28.02,7.52,12.10,16.69,4.59,10.92,11.15,0.23
26.53,7.00,12.10,16.78,4.68,10.91,12.04,1.13
26.12,7.00,12.26,16.52,4.26,10.88,12.02,1.14
25.66,7.00,12.44,16.22,3.78,10.78,12.02,1.24
25.42,6.95,12.52,16.17,3.65,10.81,12.19,1.38
25.75,6.95,12.58,16.38,3.80,10.89,12.17,1.28
25.23,6.89,12.59,16.18,3.59,10.93,12.37,1.45
25.64,6.89,12.96,16.44,3.48,11.00,12.37,1.37
25.12,6.89,13.14,16.12,2.98,10.91,12.40,1.49
25.66,7.09,13.28,16.06,2.78,10.95,11.82,0.87
25.31,7.09,13.85,15.97,2.12,11.20,11.96,0.76
26.56,7.20,14.31,16.36,2.05,11.21,11.55,0.35
26.78,7.20,15.33,16.50,1.17,11.29,11.60,0.30
27.91,7.48,16.00,16.62,0.62,11.34,11.16,0.18
28.84,7.48,18.74,17.20,1.55,11.43,11.34,0.09
30.33,7.48,19.84,18.23,1.61,11.46,11.37,0.09
33.31,8.73,20.95,19.50,1.45,11.53,11.90,0.37
35.33,8.73,24.36,19.22,5.15,11.87,12.21,0.34
37.77,10.09,25.48,22.50,2.98,12.03,12.77,0.74
38.61,10.09,27.93,22.78,5.15,12.26,12.42,0.16
41.73,11.69,29.39,26.31,3.08,12.24,11.71,0.53
42.47,11.69,33.87,26.02,7.84,11.92,11.57,0.35
43.47,11.69,35.22,25.63,9.58,11.87,11.92,0.06
46.67,13.47,36.73,30.76,5.97,11.77,12.46,0.69
46.61,13.47,41.94,30.71,11.23,11.39,12.42,1.03
48.05,14.64,43.70,34.01,9.69,11.34,12.70,1.36
48.73,14.64,47.23,34.59,12.64,11.49,13.20,1.70
49.61,15.47,49.13,35.57,13.56,11.63,12.92,1.29
50.89,15.47,55.17,35.92,19.24,11.73,14.70,2.97
51.39,16.50,57.19,37.50,19.69,11.76,14.33,2.57
51.30,16.50,58.84,37.51,21.32,11.94,14.22,2.29
52.36,17.80,63.62,46.74,16.88,12.43,13.87,1.44
52.86,17.80,65.09,46.82,18.27,12.60,14.13,1.53
52.52,17.80,67.60,46.78,20.83,13.15,13.95,0.80
51.73,19.06,68.76,52.56,16.20,13.53,14.08,0.56
51.58,19.06,71.75,52.11,19.63,15.08,14.25,0.83
50.66,19.75,72.52,51.75,20.77,15.82,16.36,0.54
51.92,19.75,73.51,55.24,18.27,16.50,15.21,1.30
52.44,20.97,74.19,58.94,15.25,17.15,17.54,0.39
52.58,20.97,74.62,59.65,14.98,17.79,17.28,0.51
51.75,20.97,75.58,55.57,20.01,19.26,18.69,0.57
46.58,22.66,75.53,60.45,15.09,19.58,18.34,1.23
46.62,22.66,75.74,60.42,15.32,19.73,18.35,1.39
47.80,23.14,75.22,61.18,14.04,19.37,20.17,0.80
49.52,23.14,74.97,60.11,14.85,19.15,20.27,1.12
47.28,23.28,74.78,61.87,12.91,18.91,20.80,1.88
45.83,23.28,74.66,62.47,12.19,18.66,21.54,2.88
46.16,23.28,74.52,62.34,12.18,18.43,21.37,2.95
48.50,22.48,74.32,58.70,15.62,18.25,18.15,0.10
47.94,22.48,74.13,59.06,15.07,18.05,18.04,0.02
47.69,22.39,73.62,58.92,14.69,17.48,17.68,0.20
47.17,22.39,73.20,59.25,13.95,17.18,17.58,0.41
50.94,22.17,70.96,57.17,13.79,15.87,18.27,2.40
53.75,22.17,69.85,60.28,9.56,15.42,19.38,3.96
55.47,22.17,68.55,60.67,7.89,14.87,16.08,1.21
58.89,19.94,66.97,54.33,12.64,14.37,13.01,1.36
58.61,19.94,65.57,54.50,11.07,13.80,13.02,0.79
59.14,18.94,60.79,52.77,8.01,12.91,11.05,1.86
59.62,18.94,59.45,53.08,6.37,12.74,10.71,2.04
59.48,18.03,58.22,51.03,7.19,12.65,10.72,1.93
59.58,18.03,55.04,51.18,3.86,12.42,10.74,1.68
59.59,18.03,54.28,51.20,3.08,12.33,10.74,1.58
58.78,17.59,52.29,49.47,2.81,12.24,10.76,1.48
58.69,17.59,51.83,49.37,2.47,12.14,10.83,1.31
58.92,17.20,49.39,47.65,1.74,11.79,10.42,1.37
58.12,17.20,48.61,47.36,1.24,11.74,11.03,0.71
58.52,16.83,47.79,44.47,3.32,11.64,9.93,1.71
57.67,16.83,45.06,44.17,0.89,11.67,10.89,0.78
57.44,16.83,44.28,44.09,0.19,11.64,11.15,0.49
57.12,16.14,42.02,42.40,0.37,11.74,10.73,1.01
56.89,16.14,40.86,42.28,1.42,11.82,10.99,0.83
55.45,15.34,37.49,40.30,2.81,11.96,11.76,0.20
55.53,15.34,36.41,40.34,3.93,11.95,11.67,0.28
53.09,14.41,35.22,34.52,0.70,11.98,13.00,1.02
52.08,14.41,31.26,33.55,2.29,12.09,14.28,2.19
50.22,14.41,30.18,34.72,4.54,12.02,13.60,1.58
47.81,11.92,29.23,27.66,1.57,11.94,12.57,0.63
46.41,11.92,26.35,27.04,0.69,11.78,13.28,1.50
45.06,11.34,25.57,24.91,0.66,11.62,12.78,1.17
43.73,11.34,24.51,24.42,0.09,11.16,12.33,1.17
41.66,10.06,23.99,22.16,1.83,10.93,11.32,0.38
40.05,10.06,22.23,22.25,0.03,10.54,11.62,1.09
38.55,10.06,21.57,22.71,1.14,10.50,12.43,1.93
37.11,8.80,20.45,20.09,0.36,10.42,13.24,2.82
37.09,8.80,19.77,20.07,0.31,10.45,13.25,2.80
35.12,8.44,17.79,19.63,1.84,10.74,11.87,1.14
33.48,8.44,17.23,18.82,1.59,10.79,10.92,0.13
30.00,7.44,16.65,18.10,1.45,10.82,11.50,0.68
28.39,7.44,15.10,17.01,1.91,10.72,11.36,0.64
27.77,7.44,14.63,16.61,1.98,10.64,11.23,0.59
27.77,7.44,13.84,16.61,2.78,10.49,11.23,0.74
27.73,7.44,13.49,16.59,3.10,10.40,11.23,0.83
27.33,6.08,12.67,17.06,4.40,10.17,13.16,2.99
28.09,6.08,12.49,16.94,4.45,10.11,12.96,2.85
28.61,6.08,12.31,16.77,4.46,10.04,12.80,2.76
29.11,5.22,11.83,13.58,1.74,9.83,13.21,3.38
29.34,5.22,11.73,13.59,1.87,9.80,13.07,3.27
29.97,5.22,11.64,13.64,1.99,9.66,12.69,3.03
30.31,4.70,11.57,12.31,0.74,9.63,12.10,2.47
30.77,4.70,11.70,12.55,0.85,9.54,11.92,2.38
31.41,4.77,11.77,12.89,1.11,9.53,11.64,2.11
31.78,4.77,11.81,13.08,1.27,9.54,11.49,1.96
32.56,4.98,12.04,13.51,1.46,9.59,11.40,1.80
33.16,4.98,12.14,14.05,1.91,9.64,11.01,1.37
32.61,4.98,12.47,13.54,1.06,9.68,11.38,1.70
32.84,5.31,12.71,13.57,0.86,9.79,11.67,1.87
34.00,5.31,14.23,14.80,0.57,10.06,10.66,0.59
36.83,6.27,15.01,18.25,3.24,10.06,8.35,1.72
39.14,6.27,15.84,19.28,3.43,10.15,7.04,3.10
41.03,8.28,19.01,20.77,1.76,10.49,12.99,2.49
41.84,8.28,20.14,20.33,0.20,10.67,12.86,2.19
43.27,8.28,22.42,19.01,3.41,10.86,16.88,6.02
48.14,11.16,23.49,27.88,4.39,10.98,12.82,1.85
47.94,11.16,26.89,27.65,0.77,11.30,12.82,1.52
49.56,12.42,28.09,29.30,1.21,11.36,12.40,1.04
50.28,12.42,29.27,29.80,0.53,11.38,12.53,1.16
52.83,13.66,33.88,33.39,0.49,11.17,12.49,1.33
53.12,13.66,35.65,33.67,1.98,11.09,12.44,1.34
53.91,13.66,39.20,34.28,4.92,11.10,12.16,1.06
56.14,15.75,40.94,41.29,0.34,11.19,11.41,0.22
56.14,15.75,46.08,41.29,4.79,11.44,11.41,0.03
56.41,15.75,47.58,41.42,6.16,11.50,11.12,0.38
57.94,17.38,48.93,48.22,0.72,11.61,11.34,0.27
58.20,17.38,52.21,48.33,3.87,11.94,11.07,0.87
57.84,17.38,53.28,48.16,5.13,12.06,11.43,0.63
57.39,17.38,55.26,47.87,7.39,12.37,11.90,0.47
57.02,17.38,56.28,47.62,8.66,12.55,12.29,0.26
57.31,18.69,59.09,51.17,7.92,13.66,12.34,1.33
57.20,18.69,60.05,51.10,8.96,14.19,12.43,1.76
56.19,18.69,61.08,50.05,11.03,14.71,13.50,1.21
55.03,20.16,64.01,57.82,6.20,16.77,13.19,3.58
52.30,20.16,64.92,57.58,7.34,17.53,15.59,1.94
49.12,21.34,66.64,54.89,11.75,19.21,15.40,3.81
52.55,21.34,67.46,57.30,10.16,20.00,19.26,0.74
56.80,22.61,69.87,61.17,8.70,22.18,16.34,5.84
57.88,22.61,70.54,60.47,10.06,22.75,16.93,5.82
59.42,22.61,71.11,59.47,11.64,23.26,20.16,3.09
60.30,23.69,72.69,62.88,9.81,24.45,27.76,3.31
62.69,23.69,73.12,55.94,17.18,24.69,27.15,2.46
62.27,24.05,73.79,58.61,15.18,24.95,26.85,1.90
62.62,24.05,74.04,57.67,16.37,24.96,26.39,1.43
63.62,24.31,75.21,54.49,20.73,24.95,30.97,6.03
63.05,24.31,75.67,57.17,18.49,24.74,27.62,2.88
63.44,24.31,75.90,55.37,20.54,24.53,29.53,5.00
62.55,24.31,76.23,58.88,17.35,23.56,26.71,3.16
63.19,24.31,75.88,56.53,19.35,23.17,28.19,5.02
63.78,24.11,75.48,52.84,22.64,22.84,33.01,10.17
62.30,24.11,74.64,58.76,15.88,22.29,26.86,4.57
63.14,24.11,73.85,55.83,18.02,21.90,28.31,6.41
62.52,23.28,70.61,54.82,15.79,20.39,27.10,6.71
60.00,23.28,69.20,61.53,7.66,19.79,25.07,5.28
58.69,22.50,67.82,59.58,8.24,19.29,17.94,1.35
58.38,22.50,64.46,59.77,4.69,17.64,17.30,0.34
48.61,21.28,63.36,54.92,8.44,17.09,14.69,2.40
47.34,21.28,61.16,55.51,5.65,15.98,14.05,1.93
46.88,21.28,60.09,55.71,4.38,15.56,13.86,1.70
44.23,19.91,57.33,50.93,6.39,14.55,13.93,0.62
45.47,19.91,56.25,50.25,6.00,14.24,12.92,1.32
47.23,19.91,55.14,49.22,5.92,13.98,12.98,1.00
50.02,18.39,52.13,46.05,6.08,13.20,13.49,0.28
51.20,18.39,51.19,48.61,2.58,13.02,13.34,0.33
52.73,17.56,49.13,45.12,4.01,12.63,14.15,1.52
53.64,17.56,47.92,45.33,2.60,12.47,14.55,2.07
56.23,16.61,43.50,42.74,0.77,12.18,12.14,0.05
55.78,16.61,41.91,42.34,0.44,12.17,12.60,0.43
55.88,15.58,40.13,40.88,0.75,12.23,11.53,0.70
55.27,15.58,35.15,40.51,5.36,12.15,12.24,0.09
54.89,15.58,33.52,39.96,6.44,12.13,12.70,0.56
54.58,15.58,30.84,39.51,8.66,11.90,13.07,1.17
51.48,12.80,29.75,31.89,2.14,11.75,12.29,0.54
50.47,12.80,26.88,30.54,3.67,11.29,12.37,1.08
49.36,12.80,26.06,29.96,3.90,11.12,12.25,1.13
45.22,10.81,25.23,24.75,0.49,10.95,13.82,2.87
43.80,10.81,22.92,23.36,0.43,10.77,12.57,1.79
41.75,10.81,22.29,23.66,1.37,10.77,11.94,1.16
38.00,9.22,21.37,20.98,0.39,10.63,12.27,1.64
36.97,9.22,21.04,19.55,1.50,10.50,12.72,2.22
35.14,8.48,20.30,19.56,0.74,10.10,11.92,1.82
33.95,8.48,20.14,18.97,1.17,10.05,11.23,1.18
33.39,7.77,19.99,20.05,0.06,9.96,10.75,0.78
32.08,7.77,19.83,18.88,0.95,9.76,10.66,0.90
31.72,7.77,19.84,18.58,1.25,9.76,10.72,0.96
31.61,6.98,19.82,19.50,0.32,9.81,11.86,2.05
30.95,6.98,19.91,19.53,0.37,9.96,11.94,1.97
31.64,6.66,19.90,18.55,1.35,10.02,11.89,1.87
31.56,6.66,19.99,18.55,1.44,10.13,11.90,1.77
31.47,6.58,19.98,18.33,1.65,10.22,11.92,1.70
32.62,6.58,20.00,18.14,1.87,10.30,11.67,1.38
33.83,6.58,19.94,17.96,1.99,11.01,11.39,0.38
34.00,6.80,19.92,18.86,1.05,11.36,11.32,0.04
34.59,6.80,19.77,18.71,1.05,12.29,11.23,1.06
32.98,7.09,19.62,19.75,0.13,12.83,11.68,1.15
31.17,7.09,19.10,19.84,0.75,15.05,11.90,3.15
28.94,7.08,18.88,18.29,0.59,15.96,12.21,3.75
27.64,7.08,18.63,17.32,1.31,16.97,12.08,4.89
26.42,7.08,17.58,16.54,1.04,21.14,11.83,9.31
30.83,7.66,17.29,18.17,0.89,22.82,11.05,11.77
35.19,7.66,16.75,21.28,4.53,26.77,11.35,15.42
38.97,8.33,16.51,22.21,5.71,29.08,13.22,15.86
41.72,8.33,15.81,20.59,4.78,37.60,12.89,24.72
48.72,9.17,15.74,21.52,5.78,40.82,20.87,19.95
50.67,9.17,15.70,17.16,1.46,44.32,35.97,8.35
52.91,9.17,15.36,15.37,0.01,56.67,43.14,13.53
60.45,10.80,15.20,15.13,0.07,61.27,69.64,8.36
62.11,10.80,14.94,14.38,0.56,70.75,71.43,0.67
65.67,11.56,14.82,14.53,0.29,75.56,81.59,6.03
68.64,11.56,14.56,14.41,0.15,89.34,86.36,2.97
72.25,12.42,14.44,15.34,0.90,93.92,96.86,2.94
74.14,12.42,14.46,16.36,1.90,101.62,102.30,0.68
75.00,12.42,14.43,16.49,2.06,105.30,104.26,1.04
79.88,13.39,14.50,17.13,2.63,114.61,118.72,4.11
81.03,13.39,14.46,17.26,2.80,117.64,119.46,1.82
82.89,13.75,14.53,16.79,2.26,120.28,120.71,0.43
82.73,13.75,15.03,16.73,1.70,126.68,120.48,6.20
85.34,14.33,15.19,16.45,1.26,128.64,123.92,4.72
85.36,14.33,15.67,16.46,0.79,131.72,123.93,7.79
86.30,14.33,15.96,16.45,0.49,132.94,125.17,7.77
90.73,14.33,16.73,15.88,0.85,135.99,127.44,8.54
93.45,14.33,16.96,11.52,5.44,136.71,119.91,16.80
98.27,15.50,17.22,16.81,0.41,137.30,135.98,1.32
105.81,15.50,17.77,12.76,5.01,138.84,129.09,9.75
107.83,15.50,17.88,13.11,4.77,139.49,129.97,9.52
110.38,16.38,18.06,14.75,3.31,140.73,132.51,8.23
118.30,16.38,18.20,15.65,2.55,141.24,135.47,5.77
122.39,16.88,18.65,16.98,1.67,142.22,137.67,4.55
115.12,16.88,18.76,16.00,2.76,142.44,135.34,7.10
128.47,17.42,18.85,18.25,0.60,142.62,140.47,2.15
128.66,17.42,18.88,18.22,0.66,142.49,140.50,1.99
120.36,17.42,18.67,18.16,0.51,142.32,136.67,5.65
131.52,17.62,18.41,18.57,0.16,141.38,141.63,0.25
135.86,17.62,18.23,17.65,0.58,140.78,142.04,1.26
123.06,17.78,17.53,19.12,1.59,138.74,138.11,0.62
131.59,17.78,17.17,19.19,2.01,137.59,142.08,4.49
125.20,17.20,16.86,17.86,1.00,136.34,139.17,2.83
113.44,17.20,15.89,17.59,1.69,131.91,139.38,7.46
126.52,17.20,15.43,17.68,2.26,129.74,139.48,9.73
120.00,16.33,14.40,15.22,0.81,123.30,135.76,12.46
110.50,16.33,13.97,14.60,0.64,119.20,132.32,13.12
100.58,14.92,13.28,11.35,1.93,100.10,125.94,25.85
99.84,14.92,13.07,11.21,1.86,91.60,125.39,33.79
93.83,14.02,12.89,11.84,1.05,82.80,120.35,37.55
88.02,14.02,12.87,16.35,3.48,56.61,125.44,68.83
85.03,14.02,12.88,16.87,3.98,48.85,123.48,74.63
69.84,11.50,12.93,12.95,0.02,35.33,83.84,48.51
62.58,11.50,12.90,13.84,0.95,30.62,74.79,44.17
51.06,8.61,12.78,14.38,1.59,22.72,33.34,10.62
45.62,8.61,12.73,18.84,6.11,21.30,25.55,4.26
31.34,6.06,12.63,15.97,3.35,20.04,12.46,7.58
27.77,6.06,12.36,16.95,4.58,17.43,13.06,4.36
24.94,6.06,12.24,17.11,4.87,16.79,14.34,2.45
22.52,4.69,12.03,12.36,0.33,15.73,16.88,1.16
22.28,4.69,11.90,12.37,0.47,15.35,16.80,1.45
24.25,4.06,11.75,10.29,1.46,14.28,13.30,0.98
24.55,4.06,11.70,10.04,1.66,13.98,13.18,0.81
24.92,3.64,11.66,12.54,0.87,13.67,9.46,4.21
24.92,3.64,11.47,12.54,1.07,12.85,9.46,3.40
25.02,3.64,11.39,12.61,1.21,12.60,9.42,3.18
23.52,3.39,11.27,14.50,3.23,12.08,7.26,4.82
23.97,3.39,11.17,14.49,3.32,11.88,7.35,4.53
22.19,3.27,11.09,14.68,3.59,11.41,7.04,4.37
20.77,3.27,11.07,14.83,3.76,11.33,6.71,4.61
17.78,3.03,11.09,16.57,5.48,11.24,5.21,6.04
17.22,3.03,11.31,16.82,5.51,10.87,4.79,6.08
15.27,3.03,11.41,16.71,5.30,10.78,4.20,6.58
13.77,3.03,11.67,15.89,4.23,10.58,4.97,5.61
13.58,3.03,11.79,15.78,3.99,10.40,5.06,5.34
10.44,3.05,12.07,14.36,2.29,10.08,6.00,4.08
8.44,3.05,12.18,13.07,0.89,10.02,7.66,2.36
7.44,3.19,12.26,12.20,0.07,9.94,10.43,0.49
5.64,3.19,12.36,11.36,1.00,9.90,11.42,1.51
3.39,3.27,12.42,12.34,0.08,9.94,11.07,1.13
2.70,3.27,12.57,12.83,0.26,10.26,10.82,0.56
2.09,3.27,12.74,13.13,0.39,10.42,10.70,0.28
2.05,3.38,12.99,13.56,0.57,10.51,10.51,0.00
2.44,3.38,13.57,13.27,0.29,11.27,10.73,0.53
3.28,3.45,13.75,12.62,1.13,11.59,11.26,0.33
3.61,3.45,13.95,12.38,1.57,11.91,11.45,0.46
10.80,3.61,14.53,12.10,2.42,13.39,11.51,1.87
14.39,3.61,14.58,14.60,0.01,14.08,8.82,5.26
17.50,3.61,14.54,15.04,0.50,15.88,8.51,7.38
19.81,4.23,14.51,13.81,0.70,16.93,12.99,3.95
18.44,4.23,14.26,14.49,0.23,20.93,12.08,8.85
18.08,4.97,14.15,16.74,2.59,22.47,10.05,12.41
21.58,4.97,14.05,13.08,0.97,24.18,16.01,8.17
29.45,6.23,13.90,17.27,3.37,29.48,12.46,17.02
32.80,6.23,13.85,16.58,2.73,31.33,11.96,19.37
34.47,6.23,13.71,16.41,2.69,35.19,11.63,23.56
39.69,7.83,13.71,20.70,6.99,37.20,10.87,26.34
41.95,7.83,13.68,20.07,6.39,43.84,9.39,34.44
45.62,8.58,13.64,18.42,4.79,46.20,26.30,19.91
47.50,8.58,13.61,15.93,2.32,48.77,31.86,16.91
51.73,9.52,13.47,19.33,5.86,57.62,37.78,19.84
54.41,9.52,13.47,15.35,1.88,60.76,48.54,12.22
54.91,9.52,13.34,15.49,2.15,67.18,48.33,18.85
60.22,10.77,13.33,15.18,1.85,70.20,69.18,1.02
62.08,10.77,13.33,14.32,0.99,79.20,71.16,8.04
63.73,11.62,13.36,13.66,0.30,81.91,76.97,4.94
65.00,11.62,13.45,14.10,0.65,84.40,79.96,4.44
68.53,12.53,13.64,13.35,0.30,91.77,83.65,8.12
69.56,12.53,13.73,13.80,0.07,94.08,86.99,7.09
70.78,12.53,13.83,14.32,0.50,96.41,91.24,5.17
74.23,13.41,14.21,14.21,0.00,103.02,91.90,11.12
74.45,13.41,14.34,14.33,0.01,105.41,92.71,12.70
76.94,13.80,14.42,14.74,0.32,107.99,96.90,11.09
78.27,13.80,14.57,15.37,0.80,110.38,104.14,6.24
80.77,14.64,14.78,14.43,0.35,112.61,103.54,9.08
82.47,14.64,15.45,14.81,0.64,119.49,111.03,8.46
83.05,14.64,15.77,14.93,0.84,121.68,112.62,9.06
84.59,15.92,16.13,16.52,0.39,123.87,96.99,26.88
91.67,15.92,17.30,16.43,0.87,128.78,127.18,1.61
96.20,16.67,17.76,16.82,0.94,130.14,131.34,1.21
95.98,16.67,18.58,16.80,1.78,132.50,131.17,1.32
109.62,17.83,18.98,19.40,0.42,133.51,137.05,3.54
109.20,17.83,19.89,19.32,0.57,135.64,136.91,1.26
107.31,17.83,20.14,18.95,1.19,136.23,136.29,0.06
118.94,17.83,20.37,18.77,1.60,136.71,140.68,3.97
119.19,17.83,20.63,18.82,1.81,137.36,140.30,2.94
116.39,19.14,20.60,20.64,0.03,137.26,137.33,0.07
126.34,19.47,19.99,22.94,2.95,136.29,140.26,3.98
121.44,19.47,19.59,21.61,2.02,135.15,138.55,3.40
120.56,19.47,17.86,21.49,3.63,129.80,138.80,8.99
107.75,19.47,17.19,21.98,4.79,126.48,133.52,7.04
117.97,19.47,16.58,21.50,4.92,122.22,138.44,16.23
94.03,16.95,15.99,16.95,0.96,117.44,122.61,5.18
91.52,16.95,15.36,17.98,2.62,112.60,113.50,0.89
89.77,16.95,14.32,18.17,3.85,96.65,108.21,11.56
78.75,14.14,14.14,14.55,0.41,90.49,101.04,10.55
76.33,14.14,13.96,14.07,0.11,84.01,87.94,3.93
70.67,13.38,13.86,12.86,1.00,65.63,75.69,10.06
66.25,13.38,13.86,18.12,4.26,60.21,53.26,6.95
55.61,11.39,13.92,20.09,6.17,49.31,36.49,12.81
51.67,11.39,13.86,28.72,14.86,44.31,12.96,31.35
46.09,9.77,13.75,27.62,13.87,32.37,11.54,20.83
42.22,9.77,13.66,23.29,9.63,29.38,11.37,18.00
31.66,7.95,13.50,18.14,4.64,26.70,10.75,15.95
27.62,7.95,12.93,17.76,4.83,20.71,11.78,8.93
23.31,7.95,12.77,19.31,6.55,19.17,13.34,5.83
24.17,5.56,12.62,15.04,2.41,17.82,16.02,1.80
24.89,5.56,12.07,14.90,2.84,15.07,15.76,0.69
24.91,4.84,11.94,12.91,0.97,14.58,16.42,1.84
23.78,4.84,11.75,12.57,0.82,13.86,17.65,3.79
